TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	15/04/20
TIME	10:43:57
SPECTROMETER/DATA SYSTEM	
LOCALE	1045
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	REFLECTANCE
FIRSTX	  840,0000
LASTX	  190,0000
NPOINTS	     651
FIRSTY	     4,01350
MAXY	     8,49690
MINY	     3,67527
XYDATA
313,0000	4,16333
312,0000	4,12262
311,0000	4,19616
310,0000	4,26576
309,0000	4,19336
308,0000	4,19845
307,0000	4,1654
306,0000	4,18202
305,0000	4,20771
304,0000	4,20229
303,0000	4,23207
302,0000	4,28124
301,0000	4,26456
300,0000	4,26938
299,0000	4,24745
298,0000	4,1596
297,0000	4,32405
296,0000	4,3162
295,0000	4,33937
294,0000	4,29034
293,0000	4,29122
292,0000	4,37588
291,0000	4,32796
290,0000	4,41987
289,0000	4,37367
288,0000	4,45584
287,0000	4,4171
286,0000	4,42766
285,0000	4,49802
284,0000	4,44173
283,0000	4,49386
282,0000	4,56051
281,0000	4,43542
280,0000	4,54003
279,0000	4,51069
278,0000	4,51403
277,0000	4,46913
276,0000	4,58964
275,0000	4,71429
274,0000	4,53615
273,0000	4,59797
272,0000	4,64253
271,0000	4,66109
270,0000	4,56475
269,0000	4,60092
268,0000	4,7198
267,0000	4,63234
266,0000	4,65799
265,0000	4,71877
264,0000	4,70106
263,0000	4,62218
262,0000	4,62386
261,0000	4,77655
260,0000	4,77686
259,0000	4,79687
258,0000	4,7366
257,0000	4,77904
256,0000	4,77258
255,0000	4,86665
254,0000	4,75143
253,0000	4,85251
252,0000	4,82953
251,0000	4,85787
250,0000	4,85627
249,0000	5,01251
248,0000	4,96145
247,0000	5,00658
246,0000	5,07363
245,0000	4,99572
244,0000	4,99203
243,0000	5,05048
242,0000	5,12646
241,0000	5,07276
240,0000	5,17434
239,0000	5,18348
238,0000	5,24131
237,0000	5,27578
236,0000	5,34938
235,0000	5,24445
234,0000	5,38608
233,0000	5,44271
232,0000	5,45708
231,0000	5,58533
230,0000	5,50259
229,0000	5,53684
228,0000	5,60517
227,0000	5,71499
226,0000	5,72512
225,0000	5,75662
224,0000	5,82633
223,0000	5,90829
222,0000	5,78668
221,0000	5,93764
220,0000	5,9196
219,0000	6,19798
218,0000	5,99078
217,0000	5,98863
216,0000	6,20298
215,0000	6,21336
214,0000	6,47541
213,0000	6,42823
212,0000	6,39478
211,0000	6,57788
210,0000	6,43738
209,0000	6,6781
208,0000	7,10853
207,0000	6,73092
206,0000	7,13606
205,0000	7,28073
204,0000	7,52491
203,0000	7,08106
202,0000	7,41089
201,0000	7,63243
200,0000	7,93229
199,0000	7,97934
198,0000	8,4969
197,0000	8,08124
196,0000	7,58782
195,0000	8,22883
194,0000	7,15707
193,0000	7,02754
192,0000	6,71899
191,0000	7,84349
190,0000	3,67527

##### Extended Information
[Comments]
Sample name
Comment
User
Division
Company	Politechnika Swietokrzyska

[Detailed Information]
Creation date	2015-04-20 10:43

Data array type	Linear data array
Horizontal axis	Wavelength [nm]
Vertical axis	%R
Start	840 nm
End	190 nm
Data interval	1 nm
Data points	651     

[Measurement Information]
Instrument name	UV-VIS-NIR
Model name	V-670
Serial No.	B124961154

Accessory	ARSN-733
Accessory S/N	A006461124

Measurement date	2015-04-20 10:43

Parameter file	C:\Users\PolSwi\Desktop\Widma\HAp\parameter - 190-840 - sp100f.uvsp
Photometric mode	%R
Measurement range	840 - 190 nm
Data interval	1 nm
UV/Vis bandwidth	1.0 nm
NIR bandwidth	4.0 nm
Response	Fast
Scan speed	100 nm/min
Change source at	340 nm
Change grating at	850 nm
Light source	D2/WI
Filter exchange	Step
Correction	Baseline

